video_id,title,duration_seconds,days_since_upload,views,likes,comments,channel_title,subscribers
WXaiuaV3y7o,This is what Marvel Rivals does better than Overwatch2 #marvelrivals #marvel,58,364,159344,15645,310,WadeWillyTv,74300
VFU4DTL7ZMc,Marvel Rivals Upset Overwatch Fans,33,357,8962,403,36,Your Justice Warrior,2490
c2SLu8WcICI,TIMTHETATMAN RETURNS TO MARVEL RIVALS,29031,2,133113,2563,48,TimTheTatman,5620000
-ZB962E2GlQ,The Biggest Problems With Marvel Rivals...,706,78,37312,1859,571,GS Raider,89200
aT3F7D1ggC4,MARVEL RIVALS IS 100X BETTER THAN OVERWATCH!!,73,324,149051,24270,468,OmgItsNikeFinesse,2140000
FenRt70nCD8,MARVEL RIVALS HAS THE SAME AMOUNT OF CHARACTERS AS OVERWATCH!,21,18,169303,6758,310,KaySkay,16100
a2n8eDRhOZU,I Compared Marvel Rivals And Overwatch #gaming #marvel #overwatch2 #shorts,35,286,16176,449,13,derpysquash,1320
iccQW8OkqVo,Did Rivals ACTUALLY DESTROY Overwatch with their NEW MODE?!?  #marvel,54,49,3890,175,12,vpizz,8520
xtmV2YcocjM,Can a healer breathe? #marvel #rivals #overwatch #sucks #shorts,15,252,15777,693,13,YvngM,42
Zj1BsMNaxLg,"Yes, Marvel Rivals is Better Than Overwatch (Right Now) #MarvelRivals #Overwatch #Overwatch2",32,303,8176,330,27,32andrew,5610
-IByTpB9xwo,Marvel Rivals - CE PLAGIAT D'OVERWATCH !,744,321,788624,49125,1227,Sheshounet,1220000
bCZU7p_U4EE,Why Rivals Is Better Than Overwatch #fyp #necros #marvelrivals,25,345,705789,40711,707,Necros2,148000
IGqMMqEEa9Q,Marvel Rivals VS Overwatch #marvelrivals #overwatch #gaming,9,311,14533,479,8,AFRICOPTER ,194
KRadw5Tqy9k,Overwatch Streamer Tries MARVEL RIVALS And It's... BETTER THAN OVERWATCH?,1461,498,466868,8948,573,Jay3,612000
w4rwP4cm97c,Diferencias de OVERWATCH y MARVEL RIVALS,30,359,15707,1252,33,La guarida de Joragu ,3140
Ag-GrRupxmo,Porque todos AMAN A MARVEL RIVALS pero ODIAN OVERWATCH,606,312,49243,4115,400,FaeSoup,32400
stp9X9adZ_Q,NO WAY MARVEL RIVALS IS BEING COPIED BY OVERWATCH NOW 😭😭😭,15,13,485766,11925,1230,Khyomaru,99100
zCC0Ytgu4Wg,Which Has The WORST Voice Lines? Overwatch VS Marvel Rivals 🎤,36,247,30856,318,31,Mystixals,2450
6h08INLQphE,Marvel Rivals vs Overwatch,55,41,2586,54,5,VTheVTuber,700
XvFxOunDq6k,I Played Against Guang Guang in Marvel Rivals...,1101,1,14529,443,24,More Jay3,42600
VYW8KUepNqQ,Did Marvel Rivals Kill Overwatch? | History in the Making Ep. 3,9582,34,7530,408,157,History in the Making,1930
SbdKM7WSe4w,Overwatch VS Marvel Rivals?? #overwatch #marvel #marvelrivals #fyp #ow,11,360,4683,183,4,Bronzeluxx ,223
nJ8ghUobh-U,Marvel Rivals is Repeating Overwatch's Mistakes,1035,221,65026,2050,1032,FREEDO,746000
wgyB2b-C-DY,Marvel Rivals VS Overwatch on Launch  #marvelrivals #gaming #overwatch2,50,188,3210,14,14,Lord Bryam,347
PzwF2qLRiyY,The Agents Of Marvel Rivals Are Coming For Me...,1184,2,71124,2719,154,Flats,900000
hgzyvFuOZSA,Why Marvel Rivals is BETTER Than Overwatch #marvelrivals #overwatch,29,352,8670,294,38,CrazyBean,17100
5zwJEICao2c,Necros Came Back After Marvel Rivals Died #overwatch2,33,2,19404,404,53,NoobHunter,169000
zluzMk3vUNA,Marvel Rivals: The True Sequel to Overwatch 1,813,365,40983,2086,682,Samito,181000
-IByTpB9xwo,Marvel Rivals - CE PLAGIAT D'OVERWATCH !,744,321,788624,49125,1227,Sheshounet,1220000
EGZ7eX_CPY0,Marvel Rivals vs Overwatch 2 - Characters Comparison,1700,355,373926,4178,1008,bluroff,1080
RPOUMDAuxCk,What Marvel Rivals can Learn from Overwatch,60,248,32858,1130,112,Greench,1150
-ZB962E2GlQ,The Biggest Problems With Marvel Rivals...,706,78,37312,1859,571,GS Raider,89200
udc2cteME_s,ttv - nautilifts 🌴#nauti #marvelrivals #marvel #rivals #overwatch #ow2 #streamer #clips #gaming,41,337,8490,555,1,Nautilifts,41300
ZgR4h_IB-gc,Marvel Rivals VS Overwatch (MI OPINION),751,126,16571,827,504,Georgie Rican,17600
fG2MC_ACsD0,Comparing Overwatch 2 and Marvel Rivals: Which One is Best?,325,74,54,5,0,OldManGamerNColey,38
FenRt70nCD8,MARVEL RIVALS HAS THE SAME AMOUNT OF CHARACTERS AS OVERWATCH!,21,18,169303,6758,310,KaySkay,16100
p5vmMnx4c0M,Always a Jeff - Marvel Rivals #marvelrivals #marvelrivalsclips #overwatch #marvelrivalsmemes #marvel,18,104,26628,515,16,TheAnonyMouse,101
GhzXc2jt2OY,MARVEL RIVALS NO COMPITE CON OVERWATCH 2  | Angrod Overwatch #analisis #overwatch2 #gaming  #angrod,65,65,11280,533,25,Angrod,41600
dsQbN24_weY,Overwatch vs Marvel Rivals #shorts,33,186,1882,33,6,VersusResult,46
AKgCRDoflMI,The Victim Complex Of Support Players...(Toxic),630,4,30545,2045,525,GS Raider,89200
Kb5HVE1Wl_I,Overwatch Purists Loses Her Mind Over A Marvel Rivals Skin,861,1,3631,286,103,Garaa0fTheRage,11800
caD37c3OR7Y,Marvel Rivals vs Overwatch 2 Similarities Part 2 #marvelrivals #overwatch2 #marvel  #marvelrivalscc,12,494,5853,114,3,Soradot,25000
d_yJt1wYhZA,Does Your Overwatch Skill Transfer to Marvel Rivals?,542,358,848,42,14,Achromics,10200
yGu-z3ljVKE,Marvel Rivals = Overwatch Killer 🫣☠️ #marvel #rivals #gaming #overwatch2 #shorts #versus,21,154,1144,13,19,Mr Lava,1100
iq_CmaQ0QB0,Marvel Rivals Just Beat Overwatch at PVE! (Marvel Zombies Mode Explained),635,42,492,7,6,The Koalition Gaming,507
Hx2rH0sr0Y8,MARVEL RIVALS vs. OVERWATCH 2 | #marvel #marvelrivals #gaming #overwatch #overwatch2,23,289,2748,54,23,I'mTokyyo,2620
Kj_1qBkq_SE,"Marvel Rivals Is Dead, Overwatch 2 Is Dead... Live Service Games Are Dead?",1833,151,26248,836,456,Stylosa,746000
X8ykp9iqF-4,"King of Crashouts is Back! | Overwatch, Marvel Rivals, Content Night!",5950,0,14,1,0,JustJaySama,7220
d5xa5NLaC18,Did you guys try Marvel Rivals yet? 😁 #marvel #marvelrivals #overwatch #overwatch2,10,362,205628,8480,509,ALLinDRAMA,243000
AT6TPMEKKz0,No esperaba este Evento de Aniversario en Marvel Rivals ,1084,1,19923,1378,132,Toniki Marvel Rivals,72200
333bcKuFd7M,Overwatch 2 ta sofrendo contra Marvel Rivals (graças a deus),616,342,174793,21282,946,O Canal do Pcini,371000
SQ_hPi0ATxM,Marvel Rivals и Overwatch одинаковые игры,4509,55,4102,143,138,TruБизон,105
Uki0zbWg4i4,Marvel Rivals better than Overwatch? 🤯,60,484,22382,909,16,MM7Games,5620000
ca_DY1EaX6o,5 Differences Between Overwatch and Marvel Rivals,105,365,209315,16290,269,Coach_Mills,163000
RKCLljezjZE,The better Hero Shooter. It’s no contest  #Marvel Rivals #Overwatch,8,360,234672,,377,Wizardtcg,198
SOQXQEZvyeo,Why Youre Stuck in Bronze in Marvel Rivals 😬 #fypp #overwatch #marvel #marvelrivals #gaming #thor,38,340,25091,1030,81,KinleysWRLD 🌎,11200
BxXve_LpAFo,Overwatch 2 Tank Player Tries Venom In Marvel Rivals,880,499,172507,5542,329,Flats,900000
mr3yH_erwuQ,MON AVIS SUR MARVEL RIVALS VERSUS OVERWATCH 2 ► LE BLABLA DU DEBYLOS ET 2025,1508,334,12103,446,125,Iker Guide,69800
KsSBJiRiFxA,Marvel Rivals et la Chute d'Overwatch,254,334,10068,609,57,Soquettic,34900
dWJJBGHU8S8,Marvel Rivals RANT #shorts,57,360,2477713,227731,14310,jacobweeby,2100000
jjYimTDlga8,Marvel Rivals глазами игрока Overwatch,505,361,8167,374,298,healiko,2610
cb6jeu7uAyQ,Ce JEU va ABATTRE OVERWATCH 2 (MARVEL RIVALS),60,572,371161,25439,335,Peurle,137000
Uki0zbWg4i4,Marvel Rivals better than Overwatch? 🤯,60,484,22382,909,16,MM7Games,5620000
DNY03Z7NpFM,Marvel Rivals RANKED! THEN 6V6 OVERWATCH NEW META PUSH !BLUERAZZ,17550,10,7348,162,15,Samito,181000
ca_DY1EaX6o,5 Differences Between Overwatch and Marvel Rivals,105,365,209315,16290,269,Coach_Mills,163000
RKCLljezjZE,The better Hero Shooter. It’s no contest  #Marvel Rivals #Overwatch,8,360,234672,,377,Wizardtcg,198
SOQXQEZvyeo,Why Youre Stuck in Bronze in Marvel Rivals 😬 #fypp #overwatch #marvel #marvelrivals #gaming #thor,38,340,25091,1030,81,KinleysWRLD 🌎,11200
BxXve_LpAFo,Overwatch 2 Tank Player Tries Venom In Marvel Rivals,880,499,172507,5542,329,Flats,900000
fG2MC_ACsD0,Comparing Overwatch 2 and Marvel Rivals: Which One is Best?,325,74,54,5,0,OldManGamerNColey,38
1BQ8_DH5ga8,Overwatch died when Marvel Rivals came out #marvelrivals #overwatch2,11,321,10623,259,30,ExoticZah - Marvel Rivals,8090
jON-78C91S4,"Marvel Rivals, NetEase’s hero shooter inspired by Overwatch, has seen its player count drop sharply",16,52,2869,17,10,The Respawn,78500
ounuQ3PMdew,The Sustain Problem in Overwatch & Marvel Rivals,1364,114,6178,234,162,AbbyAZK,7250
GVw38_xR854,Marvel Rivals: Overwatch Killer or Hero Shooter King?,43,205,1748,9,6,What's It Like?,17300
VvoxiMPpaS4,I Might Be The Rank 1 Star-Lord in Marvel Rivals,1308,0,7790,255,25,Jay3,612000
MjyrIqBa9u8,Marvel Rivals Is NOT An Overwatch Clone,71,360,12327,704,16,KindofBradAtThis,63800
x48nQJ0Yq5k,Why Marvel Rivals hasn't Converted Me - Overwatch Player's Take,1686,343,54778,1724,1862,Master Ian Gamer,117000
6ryJmXVIBgc,Marvel Rivals matchmaking is TERRIBLE,1636,53,12821,436,212,Multiple Choice,27000
9oAUh-heLGE,Marvel Rivals has a hero design problem.,1411,65,319537,16416,2529,Bluezerg,1840
Jxu1VRA0hHo,5 Differences Between Marvel Rivals and Overwatch,247,282,671,13,5,TheManInBush,50
pR7dAZbeCyE,Overwatch copying marvel rivals #MarvelRivals #marvelrivalsclips #marvelrivalsgameplay,61,14,8742,384,43,Veriflied,14500
__JSaL9pAy0,Marvel Rivals Will KILL Overwatch and this is just the Beginning #overwatch2 #marvelrivals #ow2 #mr,19,331,782,29,6,HockeyPizzaMan,535
AKgCRDoflMI,The Victim Complex Of Support Players...(Toxic),630,4,30545,2045,525,GS Raider,89200
uMvSmMNE-Q0,Marvel Rivals Vs Overwatch 2  #marvelrivalsespañol #marvelrivals #overwatchespañol,48,59,17927,907,106,Omega,1710
OCygJSP5G-4,Marvel Rivals 1 Year Later... 🥀 #froggerow #marvelrivals,54,16,85727,7282,92,Frogger,598000
PHv2eTp-aOo,Marvel Rivals Vs Overwatch 2,47,273,4020,147,43,Royer,3570
NdrIdPlgbwc,juno from overwatch is similar to luna snow from marvel rivals  #overwatch2 #marvelrivals #marvel,17,489,23027,442,28,Soradot,25000
jzCBTxbwxVw,Marvel Rivals x Overwatch - #gaming #funny,17,250,3428,52,6,Young Washrag,409
bavhyXfon40,Is Overwatch COPYING Marvel Rivals,192,18,116,9,6,PenguinOfDoom,42
rSLo1CrmtUM,Marvel Rivals Heroes in Overwatch #marvelrivals #overwatch #overwatch2,39,279,8382,465,8,Unravel,131
ldMbU7BbBLk,Marvel Rivals Overwatch (And Wins),56,360,10216,773,24,Duck Invaders,29100
Xpgg8OR_OUw,Overwatch or Marvel Rivals? 🤔,25,34,101961,2380,68,xqcore,3410
JdPJjxzYahY,"Is Marvel Rivals an ""Overwatch Killer?"" | Review",442,355,606,17,11,XenoCloud,209
R8XeVW1MLtc,MARVEL RIVALS VS OVERWATCH CHARACTERS #shorts #marvelrivals #overwatch2 #overwatch #marvelrivalsgame,60,335,1071,36,6,Drewbags,36
1nrFdMiueH4,Is Marvel Rivals Ending Overwatch? #marvelrivals #overwatch,59,358,1533,37,4,TrickcoGaming,1700
6ekAGp87Jag,DEFINITELY turn this off for Venom | Marvel Rivals,60,496,5506543,286867,1117,Flats,900000
xsnt-AmglTE,Marvel Rivals Salvou Overwatch? #marvel #marvelrivals #ucm #overwatch2,45,286,45514,5386,120,MrRivals,3580
Jw8LjGtub6Y,Overwatch OR Marvel Rivals,100,126,973,21,7,Spooky yaz,888
_ALIlomeByM,OVERWATCH vs. MARVEL RIVALS with MARVIN GOOF #gaming #overwatch #marvelrivals #marvel #rivals,31,154,1354,12,0,TNTMTheShow,459
GCvhIsuNk0w,Marvel Rivals is just better.....,269,48,1001,14,44,silent_vinous939,111
XiWeV8p6Xqk,5 Things Marvel Rivals does better #overwatch2 #marvelrivals #marvelrivalscontentcreator #overwatch,53,174,9667,386,13,OkayyKimi,3100
6r7D4KuKOT4,#Groot going off | #marvelrivals #marvel #rivals #overwatch #ow2 #streamer #clips #gaming #crashout,20,326,615,16,0,Xp.Review,41
RbCwfvvnyps,Overwatch Streamer Tries Thor The NEW Marvel Rivals Tank,1314,496,108760,3387,284,Flats,900000
agSc0SwZIBY,Why Do People Not Like Season 3 Of Marvel Rivals?,796,143,152309,4671,1357,Flats Two,395000
Iigk2AmH57E,I played Overwatch after 350 hours of Marvel Rivals #marvelrivals #overwatch2 #eternalnightfalls,167,305,24332,2341,89,Daniel Fenner,135000
dBnpHKjeLHA,Daredevil Already OP  #marvelrivals #twitch #marvel,31,62,35257,508,41,GURU - Marvel Rivals,21900
c86XC1WyIDI,Why I like Overwatch more than Marvel Rivals...,1331,319,311,10,21,AWildTwosie,28
YlRFumlKLNo,Overwatch V. Marvel Rivals is Over #overwatch2 #overwatch,16,52,3226,83,30,bustinanut,1110
oNjlY9QaYas,Why Marvel Rivals Will Dominate Overwatch’s Hype #MarvelRivals #Overwatch #MarvelVsOverwatch,72,287,914,36,2,Mark & Marly,60
-1SETBzYbC4,When Overwatch Pros Meet Streamers in Marvel Rivals (ALL POVs),536,486,6912,194,14,moxy,42000
9gUxgx3x3UI,Marvel Rivals WON'T Kill Overwatch 2 #marvelrivals #overwatch2 #overwatch,40,324,2874,46,16,Nevets,3380
XcejXlODSqk,Marvel Rivals vs Overwatch,82,315,567,18,0,Good Enough Gaming Podcast,333
JNa7j8CfNt4,До боли знакомый овервотчерам режим Marvel Rivals...  #overwatch #overwatchclips  #marvelrivals,28,316,17044,559,77,OverFire,52500
XcejXlODSqk,Marvel Rivals vs Overwatch,82,315,567,18,0,Good Enough Gaming Podcast,333
JNa7j8CfNt4,До боли знакомый овервотчерам режим Marvel Rivals...  #overwatch #overwatchclips  #marvelrivals,28,316,17044,559,77,OverFire,52500
kATC4eOSrnE,Marvel Rivals' first anniversary event is here!,62,8,322797,16701,237,Flats Two,395000
5Hn-orpPBNM,Marvel Rivals es mejor que Overwatch? 💀 #marvelrivals #overwatch2 #overwatch #marvelrivalsgameplay,116,81,2340,200,19,Bananews,284
1meUcTtGmF4,Marvel Rivals Destroys Overwatch,24,353,2159,112,27,Celebrity Interviews,3630
bkERDTEMnb4,Marvel Rivals Ranked vs Overwatch 2: Which System is better? - Full Breakdown ,513,69,592,17,16,MrFr3z2,13
jS-A5ESZqt0,O-Dubski over MIDvel Rivals #overwatch#overwatch2#heroshooter#marvel#marvelrivals #marvelstudios,89,92,1074,22,5,Robotic Joker,28
GZ1p72Rl3xU,Are OVERWATCH PERKS BETTER than RIVALS TEAM UPS? #marvel,54,77,6170,429,18,vpizz,8520
0ihXW6PHYYA,BLIZZARD hat Angst !? Marvel Rivals BESSER als Overwatch 😲,59,333,18033,553,39,Kartoffel König,150000
vIZKgUoU7h8,Overwatch vs. Marvel Rivals: August Player Numbers 📊🔥,58,72,612,4,1,Rival Banter: A Marvel Rivals Podcast,75
91AqFcHb_qE,Marvel Rivals Has A Support Hero Design Problem.,1643,60,27833,1070,700,Galu,2460
i4_VY-2ZHd4,Support Gamer MARVEL RIVALS | OVERWATCH,7,111,1413,28,3,zer0suitzelda,2040
yR_TaE1EIoA,The Team Needs You.... Be Their Shield #marvelrivals #overwatch #doctorstrange #reinhardt #gaming,26,270,3494,107,1,Ash Neko ,59
KHA7ml58tng,"Overwatch 2 ""Dropped The Ball"" - Director Speaks on Failure and Marvel Rivals",1217,146,19795,790,278,Stylosa,746000
b4ICY08zTD0,Marvel Rivals vs Overwatch 2 ¿Cual es mejor? #videojuegos #overwatch2 #marvelrivals,38,361,3813,276,4,Bitcave,47600
_5irgUK_b-4,Is this Marvel Rivals or Overwatch 2? - Marvel Rivals,21,156,1232,11,0,Disanchor,65
AYU4TZ86kDQ,Which game has the best ultimate voicelines? |MARVEL RIVALS or OVERWATCH 2| 🤔,59,284,3391,38,9,Gamer Genix,5850
sCr6vpY3VZ4,Marvel Rivals is crushing Overwatch #marvel #marvelrivals,20,324,456,23,0,Numinex,214
UDYDON7hnBI,I love Marvel Rivals…but Overwatch will always have a special place in my 💜 Reinhardt 🥹,8,281,625,17,3,BEXZEI,34
T6Y2s3nWyhA,MARVEL RIVALS vs. OVERWATCH: è giusto metterli A CONFRONTO? #marvelrivals #videogiochi #overwatch,56,570,439,6,0,Game-eXperience,2030
ycq6YDmBXtI,OVERWATCH PLAYER TRIES MARVEL RIVALS,42,244,4144,36,2,bell,226
YIqgW_RGwzc,Marvel Rivals Or Overwatch? #overwatch2 #marvelrivals #gaming,25,325,507,9,5,Yrden Shorts,41
7UyUDaBMLaE,Overwatch vs Marvel Rivals -  #fandub #foryou #overwatch2 #marvelrivals #marvel #fyp #animation,44,306,15940,1671,18,DaisukeDubs,568000
xJYqcdxXq7g,ttv - nautilifts🌴#nauti #marvelrivals #marvel #rivals #overwatch #streamer #clips #gaming #ironman,17,334,21821,1373,4,Nautilifts,41300
sgTmvih8B6I,Marvel Rivals Hot Takes #marvel #marvelrivals #overwatch2 #overwatch #gaming,38,363,14451,576,104,Walker Plays,1660
xNJCMkJMA5k,Marvel Rivals VS Overwatch 2 Comparison #marvelrivals #overwatch2 #shorts,49,270,955,8,3,GhostSwift247,590
kvwseMg4tD0,Overwatch highlights or Rivals MVP? #marvelrivals #rivals  #overwatch #overwatch2 #edit #motivation,23,319,1680,50,8,imax_edits ,590
FskXafO8exk,Overwatch copiando Marvel Rivals?,53,293,1718,117,8,ViktorKav,51500
ZYB4gR6KhbU,"OVERWATCH 3 | Marvel Rivals (Early Access, Alpha Gameplay)",1414,573,76624,2380,158,ThatPunchKid LIVE,324000
o-rGaYnNaM8,Yay or nay #fyppppppppppppppppppppppp #marvelrivals #marvel #see #overwatch #ow #share #rivals,16,1,8133,224,22,Green_spid3r,258
-vQKqtVweiA,Comparing Marvel Rivals & Overwatch be like… @Jdog_6704 #marvelrivals,34,334,902,13,2,MEGA HEAD,333
c2Aq3s2MnbE,This is the NEW OVERWATCH...(Marvel Rivals),59,499,479,4,3,Hollowgaming,5
Hpy5LbmejA4,Will Marvel Rivals kill Overwatch 2? 🤔 🎮 🪦,26,359,1268,13,6,tvsonicgaming,5910
XvFxOunDq6k,I Played Against Guang Guang in Marvel Rivals...,1101,1,14529,443,24,More Jay3,42600
p-T4F45UlZ4,Thor…you’re playing him wrong😑 #fyp #marvel #marvelrivals #rivals #overwatch #thor #comics #stanlee,99,260,705,41,7,PlumpOrangutan,100
uTo_vuhnIuQ,How Xanthe Huynh voiced Characters in both Overwatch and Marvel Rivals💜,31,59,26075,1561,27,Ravassa,157000
pbuIDzPuDTg,"State of Play,  Marvel Rivals, Overwatch News for November 2025 | LIVE REACTIONS!! | The Nemmy Show",6977,23,1248,77,27,Nemesis Lacroix,16800
AT6TPMEKKz0,No esperaba este Evento de Aniversario en Marvel Rivals ,1084,1,19923,1378,132,Toniki Marvel Rivals,72200
nIEJh8NMPkQ,MARVEL RIVALS EM COMPARAÇÃO COM OVERWATCH 2! #marvelrivals,21,339,28601,2363,204,Riyuuka,178000
UxjuXK_60ZI,Marvel Rivals snapped Overwatch 2,1119,339,51617,2091,638,Drift0r,1440000
XQ2-3d784as,I Spectated a Bronze Who Thought Marvel Rivals Was Overwatch 2,1362,180,44556,1056,80,Jay3,612000
fKw9TrLnO2M,Aaron Keller on Overwatch 2's competition with Marvel Rivals (credit @Jay3),53,148,121,2,0,Sahilow,443
suqTOdfZCjc,Why Star Lord is BROKEN in Marvel Rivals... #marvelrivals #starlord #overwatch #overwatch2 #marvel,52,569,7350,324,7,Recall,196000
PQkwupHVsgQ,ttv - nautilifts 🌴#nauti #marvelrivals #marvel #rivals #overwatch #streamer #clips #gaming #2025,46,338,5175,507,5,Nautilifts,41300
xdzfpfAha58,Marvel Rivals - Official 18 vs 18 Annihilation Game Mode Gameplay Trailer,85,9,65015,1608,316,IGN,19600000
RhVaJPUMtyc,No talk:Marvel Rivals is just Overwatch #gaming #memes #overwatch #marvel,61,352,407,4,10,No Talk TV,212
PzwF2qLRiyY,The Agents Of Marvel Rivals Are Coming For Me...,1184,2,71124,2719,154,Flats,900000
ZV3oVbMjkp8,My first crash out on Marvel Rivals #Marvel #Marvel Rivals #overwatch #overwatch2,30,360,623,3,0,NOX777,49
buf0vTKl_Qk,MARVEL RIVALS SEASON 5 REVEALED #shorts,58,24,3147221,158099,1815,jacobweeby,2100000
Imy4woNgKJM,Marvel Rivals: Overwatch gibi ve bedava olan muazzam bir oyun! #MarvelRivals #Overwatch,57,362,10439,,21,Erdem Nemlioğlu,676
KXjRKzT3bJE,Marvel Rivals | Shredding with Wolverine #marvel #marvelrivals  #overwatch,16,362,542,6,0,OmegaSonicMan,90
Y_PBug4ZIKg,Marvel Rivals The OverWatch Killer,386,371,4680,195,81,BigBPanda,118
xmZRubcTpqI,Marvel Rivals превзошел Overwatch 2 Скины и визуал  #обзор  #overwatch2  #games #marvelrivals,39,0,1009,5,0,XZYMPL,789
SsFscrsaBnA,Overwatch Streamer Tries Out The EASIEST Hero In Marvel Rivals,703,487,58800,1907,168,Flats,900000
x9U23wzLSJM,LEARNING HAWKEYE in MARVEL RIVALS! | #taekwonzy #shorts #marvel #rivals #hero #shooter #overwatch,31,364,452,7,0,TaeKwonzy,431
xUQ-wFbuXxs,ttv - nautilifts 🌴#nauti #marvelrivals #marvel #rivals #overwatch #ow2 #streamer #clips #gaming,61,339,18397,2324,34,Nautilifts,41300
jMQRzE58ymA,Marvel Rivals vs Overwatch 2 Cual es mejor?,737,193,715,16,30,Gamer LA One,10600
p3g3ryLeH84,Marvel Rivals is a BETTER Overwatch.,46,572,6258,220,14,NoahJ Clips,19200
MhgpZNBVNE4,magneto is the most fun character in marvel rivals (overwatch is bad),12,185,7551,87,11,nashi,6
XNvCBSzvdY4,MARVEL RIVALS VA-T-IL DÉTRÔNER OVERWATCH ?,417,342,6653,322,133,Namc,23200
MKmg31In4l4,Pojedynek Tytanów | MARVEL RIVALS vs OVERWATCH 2,1110,143,7676,419,160,ZagrajnikTV,209000
hyDL2MUGa3U,Big Ball Little Hallway! #marvel #marvelrivals #rivals #overwatch #magneto #streamer #gaming #twitch,19,361,412,6,0,Revan Keeney,7
u7KoSAc-59U,Marvel Rivals is better than Overwatch 🗣️🔥. #shorts#short#marvel#overwatch #marvelrivals#gaming,35,363,515,10,0,Maky the boi,178
JLWL6Fvps-Y,Marvel Rivals is Destroying Overwatch,12,327,15296,462,57,ClipcyLive,2000
VpAP7NVvwY4,BETTER Combat Than Marvel Rivals? 🔥 Overwatch Vs Rivals,27,206,1280,5,3,WavezWRLD,3660
buX68sJO9YE,Overwatch or Marvel Rivals?,11,324,1244,34,9,The Pop Whisperer,1390
YZ17Y9qJlg8,Huge Crossover Coming #marvelrivals #overwatch #news,41,248,294772,9499,173,JACK JACK,115000
VBGQk6faWL4,Playing overwatch vs playing marvel rivals #overwatch #marvelrivals #fyp #vtuber,21,65,1488,23,0,LinNinjaa,108
jXmQB41TdJ8,Getting back into Overwatch. Marvel Rivals is sadly so toxic…,48,107,1138,10,0,Kreativ Gem,1
pR7dAZbeCyE,Overwatch copying marvel rivals #MarvelRivals #marvelrivalsclips #marvelrivalsgameplay,61,14,8742,384,43,Veriflied,14500
6ryJmXVIBgc,Marvel Rivals matchmaking is TERRIBLE,1636,53,12821,436,212,Multiple Choice,27000
C8-e9JhLOhg,The PROBLEM with MARVEL RIVALS #shorts,54,353,2558536,245360,4349,jacobweeby,2100000
DOHxJ1J92yw,Marvel Rivals Succeeds Where Overwatch Fails,484,349,1541,48,9,Maximum Regretti,1800
z363EZQvFR0,Rank 1 soj  #marvelrivals #overwatch2 #overwatchps #marvel #overwatchclips #overwatch  #gaming,23,74,1569,8,0,MarviSaur,380
nig2hgz6mnQ,Marvel Rivals X Overwatch - Choose Your Fighter | #marvelrivals,20,360,20550,733,32,SkinnnyD,3930
vIaBZEI1LLc,Overwatch vs marvel rivals #overwatch #overwatch2 #marvelrivals,121,186,608,32,0,Heyslak,3250
_DlNRs_3Eog,MARVEL RIVALS WILL OVERTAKE OVERWATCH,40,365,2327,39,9,SharkDaddi,93
AVc214ZB7Ao,MARVEL RIVALS…What Even Happened? 😭 #fypp #gaming #overwatch #marvel #marvelrivals #gamingontiktok,28,334,717,49,6,KinleysWRLD 🌎,11200
7weKpXigQe4,Overwatch 2 Stan Plays Marvel Rivals,524,193,78,10,5,Ayo Saucy ,1200
IhIpZ6tvWAk,MARVEL RIVALS COPIED OVERWATCH,62,331,297595,38307,479,OmgItsNikeFinesse,2140000
WMm3s4eypcI,Marvel Rivals is awesome… #overwatch #marvelrivals l,34,360,23090,1107,63,KJSmove,1120
o5AT0HjGg2o,"I have NEVER played any game like Overwatch, Apex, Fortnite [Marvel Rivals]",14,303,982,27,0,Skullzieee,92
aKLfWGgfEtY,"MARVEL RIVALS es MÁS OVERWATCH, que OVERWATCH 2",501,342,10721,788,202,Pupardo,1650
4T0aESIvC8E,"How Marvel Rivals ""Fixed"" Overwatch's Pharmercy (For Now)",252,111,917,39,7,Ghost-E's Collection,2200
zH-k3H6jyqQ,MARVEL RIVALS is EVERYTHING Overwatch isn’t… - #marvelrivals #marvel #gaming #funnymoments,13,362,5408,,11,MarcoDBS,336
azQ3AuvnMSU,cooked game. #marvelrivals #marvel #marvelstudios #gameplay #edits #rivals #overwatch2 #overwatch,15,222,2012,5,0,florgus,18
EZXWVxDxzKU,not getting an insta queue in Marvel Rivals gave us Overwatch PTSD,29,318,13272,838,5,RubenSargasm,33500
OCygJSP5G-4,Marvel Rivals 1 Year Later... 🥀 #froggerow #marvelrivals,54,16,85727,7282,92,Frogger,598000
m-SFZmzdxnM,Marvel Rivals or Overwatch?? Comment your favorite #ps5 #gaming #youtube #marvelrivals #scarletwitch,60,330,654,12,3,VXO,71
_SM-81aVLWA,Do you want any of these maps #marvelrivals #ow #marvel #rivals #overwatch  #spiderman #fypppppppppp,16,60,1086,23,1,Green_spid3r,258
o3UbT8OWsqA,OVERWATCH 2 CHAMPION DPS PUSH! MARVEL RIVALS DAREDEVIL SOON!!!,28459,58,9484,177,3,Samito,181000
ebY96ZBh9UM,Marvel Rivals Brings The Overwatch Out Of Me #marvelrivals #marvel #marvelrivalsgameplay #shorts,22,312,618,7,0,BlvckMidas,1710
-TO2CwPkt2k,Necros Is Bronze in Overwatch Right Now! 😂 #marvelrivals,13,3,28389,410,5,Click Rivals,17300
A1Qq2jhx6rk,Overwatch Or Marvel Rivals? #overwatch #overwatchclips #shortsvideo,32,358,553,11,5,Raresz,182
