video_id,title,duration_seconds,days_since_upload,views,likes,comments,channel_title,subscribers
9hVECbXyM1s,Marvel Rivals = Overwatch #overwatch2 #gaming #marvelrivals #marvel #marvelgames #memes #games,49,348,529,17,6,FallToaster,35
3MgkEvsY3zM,#marvelrivals  #marvel  #rivals  #overwatch  #ow2  #streamer  #clips  #gaming,21,326,553,15,1,McBigBack,387
4EtHcAfvWTU,Marvel Rivals is basically Overwatch 3,783,361,24661,1234,165,jayvee,854000
g-uEAncy_Kg,How Fast Can A Top 500 Overwatch Player Climb in Marvel Rivals?,2256,209,19980,599,64,Awkward,165000
q3cuqljnE7A,MARVEL RIVALS A SAIGNÉ OVERWATCH EN 2024 !  #gaming #news #shorts  #france #overwatch2,54,237,10535,283,54,Lusty,134000
EHdOpzjN_aY,Top 1 venom player? #marvelrivals #overwatch #marvel,40,356,520,10,4,Spodix,621
m-SFZmzdxnM,Marvel Rivals or Overwatch?? Comment your favorite #ps5 #gaming #youtube #marvelrivals #scarletwitch,60,330,654,12,3,VXO,71
4T0aESIvC8E,"How Marvel Rivals ""Fixed"" Overwatch's Pharmercy (For Now)",252,111,917,39,7,Ghost-E's Collection,2200
UIcKeLphhNQ,PAREI com MARVEL RIVALS! OVERWATCH é MELHOR,242,268,3605,422,247,ZorakGames 🇧🇷,8540
7XOqi9iyY7k,Overwatch VS Marvel rivals....Which one is HARDER?,850,159,659,20,23,apparuistalking,29
zH-k3H6jyqQ,MARVEL RIVALS is EVERYTHING Overwatch isn’t… - #marvelrivals #marvel #gaming #funnymoments,13,362,5408,,11,MarcoDBS,336
WMm3s4eypcI,Marvel Rivals is awesome… #overwatch #marvelrivals l,34,360,23090,1107,63,KJSmove,1120
WjfCmL0v5Es,WHAT ARE THEY DOING?! Marvel Rivals Update Has Players NOT Happy…,816,2,12620,467,164,Blitzwinger,2250000
_406s8FPQ5o,MARVEL RIVALS DESTRUIU OVERWATCH 2 #shorts #marvel #games #overwatch2 #marvelrivals,57,311,4519,380,16,Warlock,223
u5OQZGcmUsw,Marvel Rivals Vs Overwatch Explained,583,358,213958,6352,1134,theScore esports,2400000
z363EZQvFR0,Rank 1 soj  #marvelrivals #overwatch2 #overwatchps #marvel #overwatchclips #overwatch  #gaming,23,74,1569,8,0,MarviSaur,380
_SM-81aVLWA,Do you want any of these maps #marvelrivals #ow #marvel #rivals #overwatch  #spiderman #fypppppppppp,16,60,1086,23,1,Green_spid3r,258
nig2hgz6mnQ,Marvel Rivals X Overwatch - Choose Your Fighter | #marvelrivals,20,360,20550,733,32,SkinnnyD,3930
9hVECbXyM1s,Marvel Rivals = Overwatch #overwatch2 #gaming #marvelrivals #marvel #marvelgames #memes #games,49,348,529,17,6,FallToaster,35
3MgkEvsY3zM,#marvelrivals  #marvel  #rivals  #overwatch  #ow2  #streamer  #clips  #gaming,21,326,553,15,1,McBigBack,387
EHdOpzjN_aY,Top 1 venom player? #marvelrivals #overwatch #marvel,40,356,520,10,4,Spodix,621
4EtHcAfvWTU,Marvel Rivals is basically Overwatch 3,783,361,24661,1234,165,jayvee,854000
A1Qq2jhx6rk,Overwatch Or Marvel Rivals? #overwatch #overwatchclips #shortsvideo,32,358,553,11,5,Raresz,182
ebY96ZBh9UM,Marvel Rivals Brings The Overwatch Out Of Me #marvelrivals #marvel #marvelrivalsgameplay #shorts,22,312,618,7,0,BlvckMidas,1710
o5AT0HjGg2o,"I have NEVER played any game like Overwatch, Apex, Fortnite [Marvel Rivals]",14,303,982,27,0,Skullzieee,92
jii9JiO6YlI,Noob Plays Cloak and Dagger in Marvel Rivals. F-Tier? #marvelrivals #overwatch #gaming,40,183,622,1,1,BronzeRocky,7
A5u2rsOg6mw,Overwatch Fan Reacts to Marvel Rivals Characters & MVP Animations,3277,345,333582,10596,474,ChocolateKieran,147000
EZXWVxDxzKU,not getting an insta queue in Marvel Rivals gave us Overwatch PTSD,29,318,13272,838,5,RubenSargasm,33500
i7LVrKMFNq8,"Marvel Rivals - Literally, A Better OVERWATCH",33,356,508,8,1,Diesel the Most,442
JQmKHMA43AY,Marvel Rivals Player Tries Overwatch for the FIrst Time,1195,59,422,5,3,RojoRey,102000
o-rGaYnNaM8,Yay or nay #fyppppppppppppppppppppppp #marvelrivals #marvel #see #overwatch #ow #share #rivals,16,1,8133,224,22,Green_spid3r,258
n_9Wm-orpVU,Hela is OVERPOWERED in Marvel Rivals! #marvelrivals #gaming #overwatch #marvel,23,359,556,10,1,Jluddy,96
zuHdmzJ8jGg,ALASAN MARVEL RIVALS BISA SUKSES NGALAHIN OVERWATCH 2!,55,343,2939,169,8,Kaze Media,1600
sPgLXWjgypc,Will marvel rivals kill overwatch ? #marvelrivals #marvel #marvelrivalsgameplay #marvelrivalsclips,25,360,523,9,2,Nero Game Hunter,196
ECK68gWjBnM,I AM IRON MAN #marvelrivals #ironman #marvel #marvelgames #videogames #overwatch #overwatch2 #gaming,19,339,4679,102,2,ShoottwoLoot,74
aJBVwtluadA,I'll Say It.. Marvel Rivals Did It Better,553,37,623,22,15,Galu,2460
-iSjJ7M5LBY,ttv - nautilifts 🌴#nauti #marvelrivals #marvel #rivals #overwatch #ow2 #streamer #clips #gaming,65,336,16232,1616,6,Nautilifts,41300
2i8ezPn0ZFo,MARVEL OVERWATCH! | Marvel Rivals,1003,25,108,3,2,Nicetreday14 The Robloxian Warrior,7990
wJyhMn1MPyk,Marvel Rivals Player Judges Overwatch Skins #shorts #overwatch #overwatch2  #l #heroshooter #gaming,37,43,912,10,0,RojoRey,102000
SdeRoPlucwA,Marvel Rivals To Add a PvE Mode?! #marvel #marvelrivals #overwatch #ow2,22,331,7166,205,16,JamesmHodges,12500
rq0uLK-_ojw,Overwatch 2 cannot compete with Marvel Rivals,8,151,1433,18,5,Noco,40
TBJylLO0wJw,Marvel rivals reminds me so much of OG overwatch #livestreaming #marvel #marvelrivals #gaming,8,179,1699,10,0,ButtercupTV,16
uxxRQ01MvHA,No Dr. Bong? No Sale. Marvel Rivals is COOKED #marvelrivals #marvel #overwatch #overwatch2 #gaming,59,364,13807,789,78,Lunchb0xGamez,977
4OOr86dcDoA,ttv - nautilifts 🌴#nauti #marvelrivals #rivals #overwatch #overwatch2 #streamer #clips #gaming,25,346,4858,337,4,Nautilifts,41300
3xT1aLWkWCk,Is Marvel Rivals in trouble? #marvel #gamingnews #marvelrivals #overwatch,88,96,940,5,6,SuperKamiKevin,67
oK1UiPnic8I,SUBSCRIBE to a new marvel rivals player #overwatch2#magik#combo#combos#overwatch#peniparker#gaming,16,287,2459,76,0,TheKaiShow,3430
cO0Y6EctBvs,Overwatch vs Marvel Rivals | New Series!,20,360,1161,24,3,Fax - Clips,1110
3Ma0xGWC8Hc,Marvel Rivals player count is higher than Overwatch 2 #marvelrivals #overwatch2 #gaming,18,318,16426,794,119,ExoticZah - Marvel Rivals,8090
bx6J2MKWt28,FIRST JEFF W #marvelrivals #marvel #mcu #gaming #overwatch2 #jeff #overwatch #recommended #fyp,37,298,408,5,0,TheWarMachine069,805
NgArZGK76W8,MARVEL RIVALS VS OVERWATCH CHARACTERS #shorts #marvelrivals #overwatch2 #overwatch #marvelrivalsgame,60,328,1263,14,0,Drewbags,36
Jd3qHgteI7g,Marvel Rivals está FALINDO??? (Clipes da semana Overwatch 2 Brasil #23),692,44,3764,351,95,Overwatch clipes Brasil,1600
CF5JmpmmhRg,#marvelrivals #overwatch #marvel,60,363,513,3,0,ltsTim,23
ZUtF91-QKbs,I need new a new team #marvel #marvelrivals ##namor #overwatch #gaming,31,341,547,8,1,Imatakeyourgoat,149
xmZRubcTpqI,Marvel Rivals превзошел Overwatch 2 Скины и визуал  #обзор  #overwatch2  #games #marvelrivals,39,0,1009,5,0,XZYMPL,789
yc4f0gk5tBQ,MARVEL RIVALS vs OVERWATCH en JUEGO DEL AÑO,481,21,3798,304,80,ACE670,55500
mIuEBEmNyZw,5k rez marvel rivals #marvelrivals #marvel #overwatch2 #overwatch #clips #clip #twitch #fyp #fypシ゚,32,358,512,8,0,Tortuga,9
h00VKoj_y9c,MARVEL RIVALS Brings Back The Funniest Overwatch Duo,948,555,24481,803,63,moxy,42000
3M7vIafx3qE,"Я пришёл в MARVEL RIVALS после OVERWATCH 2, и вот что понял",229,301,1188,27,39,nirva,83
m8AXSic4BJQ,Marvel Rivals vs Overwatch 2 vs Paladins - Hero Shooters Comparison Side by Side,765,312,113799,1525,424,Dreaming Lion,130
5bnBy7moDYM,MARVEL RIVALS VS OVERWATCH CHARACTERS #shorts #marvelrivals #overwatch2 #overwatch #marvelrivalsgame,59,328,875,15,2,Drewbags,36
Q5D9hD07oLo,#marvelrivals #marvel #overwatch2 #gaming #marvelstudios #anime #overwatch,12,231,2150,20,1,Chrollo ND,141
wehPDNYJpAA,Jugador de MARVEL RIVALS prueba OVERWATCH por primera vez... ¿Mejor o peor?,1531,277,3542,241,50,monXter ,65
90SXl1EahFQ,Marvel Rivals лучше Overwatch?,609,144,512,26,8,Енот,76
5jPGaXFrYl0,El extraño caso de Marvel Rivals y Overwatch,592,302,963,82,12,NakedOri,7660
dbxwiTFOEZg,#marvel #marvelrivals #overwatch #juno #kiriko #Ironman #spiderman #heros #overwatchs14  #fortnite,60,359,697,10,2,Lucky Plays,283
XTy7S02gHzo,Marvel Rivals NEW 18v18 Mode Is ABSOLUTE Chaos,823,5,102445,3426,221,Flats,900000
bu6PIey31FU,vtuber talks about overwatch vs marvel rivals,96,328,508,14,1,Winfae,512
91z2RvDEQfw,Marvel Rivals? Nah... I'm Still Healing from Overwatch #goosegang #funnyshorts,34,129,675,7,4,TheDailyDabber_710,52
8cA60rp1HcE,Marvel rivals/Overwatch 2  for a bit chilling,5262,13,0,0,0,SirGalahadVirrAuthor,313
RF7FdRmCYW0,OVERWATCH es MEJOR QUE MARVEL RIVALS - Maau habla desde su experiencia cual es superior,482,190,6328,374,,MAAU Live,10300
OEj4ZjH7xeA,Genius portal use to regen health #marvelrivals  #marvel  #rivals #ow2  #clips #gaming,54,224,1457526,63760,448,ElibeniEB7 ,25000
qycfOq76CV8,Reason why you could be losing your marvel rivals/ Overwatch games,139,2,1158,50,6,𝙏𝙫𝙪𝙎𝙖𝙜𝙚,9580
o44Oye2vkvw,HOW TO CHOOSE THE BEST HERO IN MARVEL RIVALS #shorts #marvelrivals,85,3,108528,8365,484,BeaminBandit,42400
ZDpBmGoXCZk,"Your Perfect Main in Marvel Rivals based on your Overwatch Main | DPS, Tank, Support",1342,374,100372,2403,223,Coach_Mills,163000
pCEjMmZuATk,Squirrel Girl is the best Marvel Rivals character since Genji in Overwatch,47,90,913,37,0,PetersavageTTV,245
COfEX07bnzc,It's funny because Overwatch devs worked on Marvel Rivals #marvelrivals #overwatch2 #overwatch,32,359,107917,7053,127,Laalchatni,279
CMOvvXwaU1Q,O Marvel Rivals fez a Blizzard MUDAR TUDO no Overwatch! #marvelrivals  #jogos #overwatch2,57,291,77340,11268,368,"Fala, Isma!",14000
CpWtI3xYqk0,Who to play in Marvel Rivals based on your Overwatch Main (Tank),329,383,99249,3434,203,MR Gilbee,13300
GnVLAsgHH5g,"Samira Close jogando Marvel Rivals, Overwatch e DBD",23089,18,3835,181,13,Samira Close - Lives,31300
0Slbj1fvlDU,"Is Marvel Rivals The Overwatch KILLER? (Black Widow, Iron Fist, Squirrel Girl & MORE Teasers)",1542,367,75603,2361,341,Jay3 Two,167000
r-zlU1nlDI0,Marvel Rivals Tá Sofrendo Contra Overwatch!,932,190,16970,1381,525,Real Kako,10400
KQxsmxUqP8w,SEASON 5 OF MARVEL RIVALS - DAY 18 OF SUBATHON (DROPS ON MY TWITCH),41866,3,21810,250,0,Jay3,612000
7Ww0xVTZoIk,BY THE EYE OF AGAMOTTO #marvelrivals #marvel #rivals #overwatch #ow2 #streamer #clips #gaming #fyp,21,314,816,20,1,McBigBack,387
mk7VIqNjKGw,Bronze Thor was playing Marvel Rivals like it was Overwatch 2!,92,149,26340,941,16,Jay3,612000
HsR37doI1bo,MAGIA DESISTIU DE MARVEL RIVALS E VAI PRO OVERWATCH?! #marvelrivals #overwatch2 #overwatch,37,72,38681,2549,119,ReninX,96600
qUqCahPQWpQ,Marvel Rivals Players Try Mystery Heroes in Overwatch For The First Time,986,0,269,69,32,Annnub,771
12jgQej2b0c,Hat Marvel Rivals Overwatch GETÖTET?! 🤯🔥,16,326,536,10,1,MrHendrixxen,1380
Kd-HV0HscsQ,🤔 🎮 💥 How Marvel Rivals Copies Overwatch 2,52,486,645,7,5,tvsonicgaming,5910
pYSJyIoKoPk,Marvel Rivals vs Overwatch 2 | Direct Comparison Character Models,60,252,1802,31,0,Gameauze,4
hmvanXx76IY,Marvel Rivals VS Overwatch Comparison Part 2 #shorts #overwatch2 #marvelrivals,41,268,986,8,0,GhostSwift247,590
9rRhVyBAgcE,Rumours Of A 4th Role In Marvel Rivals,37,6,20739,515,84,Spyetti,12300
tXwpEaXIM8w,A Marvel Rivals Player Plays Overwatch Ranked For The First Time,2271,248,5656,122,82,Ice$,59
_djrNoudYIU,Marvel rivals y overwatch diferencias #marvelrivals #overwatch #gaming,32,331,527,28,2,LaSombra Gaming,565
AyslW_quWm4,What are these Venom Rollouts... 💀 | #gaming #snakecase2 #streamer #shorts #marvelrivals,35,5,535063,12061,96,snakeCase2,3300
PFSm1rYOPQY,Overwatch 3 is actually good? (Marvel Rivals),1189,350,788,30,14,Nuverex,1790
_VPi1zFO-Z4,Overwatch MAIS AVEC des SUPERS-HEROS ?!😍(Marvel Rivals),757,355,12179,687,52,Anaee,50000
A5u2rsOg6mw,Overwatch Fan Reacts to Marvel Rivals Characters & MVP Animations,3277,345,333581,10596,474,ChocolateKieran,147000
JUt5vZxZibI,MARVEL RIVALS VS OVERWATCH 2 - O DUELO FINAL! DESENHADO NO PAINT,601,136,11070,1093,275,Nitrao,64600
ooxXwBOZkAY,Marvel rivals artist 🔥  #fyppppppppppppppppppppppp #marvel #marvelrivals #see #overwatch #ow #share,16,5,12415,220,10,Green_spid3r,258
neZTPu3O9_A,What Makes Marvel Rivals So Good,1208,264,37805,2464,183,Doktor Skipper,243000
AfRwJgKsNh0,Ep.2635136819 YT Videos || Overwatch 2 || Marvel Rivals. season 5,19111,0,0,0,0,Hazure,1260
2-BhVPHYMW8,Something's Gotta Change with Marvel Rivals,926,0,2492,154,45,Bennjipie,29500
9A8ekMWmoHA,Absolute Cinema✋😐🤚#marvelrivals,50,0,1439,36,4,PineTree,14600
CAC4JpdA3L4,#overwatchlatam #overwatch2 #overwatch #shorts #shortvideo #marvelrivals #ow2 #marvel #marvelstudios,28,0,874,15,0,AnubisDimension,792
ft70TYVd7lo,RIP Overwatch (Marvel Rivals is OUT!),595,335,557,27,1,CrayClips ,2250
aAORKXzv2l0,Scarlet Witch is a DPS Moira in Marvel Rivals #overwatch #marvelrivals #marvel #overwatch2 #ow2,60,569,9052,237,12,Recall,196000
UOrLGt72uxE,"Which Somjuu ""Thing players when they see BP"" Clip is Your Fav?😂 #marvelrivals",113,4,53663,5354,155,Somjuu,71400
3vJvPln3wyA,This gamemode turns Overwatch into Marvel Rivals!,65,211,57354,1809,35,Jay3,612000
wehPDNYJpAA,Jugador de MARVEL RIVALS prueba OVERWATCH por primera vez... ¿Mejor o peor?,1531,277,3542,241,50,monXter ,65
ZDpBmGoXCZk,"Your Perfect Main in Marvel Rivals based on your Overwatch Main | DPS, Tank, Support",1342,374,100373,2403,223,Coach_Mills,163000
wjsRiEbxsJE,We Tried Overwatch's Pirate Ship Comp in Marvel Rivals,67,141,9207,379,10,Salty Phish,806000
YXanEohWnhs,Marvel Rivals IS Overthrowing Overwatch,65,341,1249,12,10,FishtailRogue,339
_VPi1zFO-Z4,Overwatch MAIS AVEC des SUPERS-HEROS ?!😍(Marvel Rivals),757,355,12179,687,52,Anaee,50000
nybg33zvgoM,Marvel Rivals Closed Beta Review | Should Overwatch Be Worried?,801,480,302,2,0,TheGamerzTheory,14000
CMOvvXwaU1Q,O Marvel Rivals fez a Blizzard MUDAR TUDO no Overwatch! #marvelrivals  #jogos #overwatch2,57,291,77340,11268,368,"Fala, Isma!",14000
uK_VQstqDGY,MARVEL RIVALS ON PC IS SOMETHING ELSE 💀 #marvelrivals #marvelrivalsgameplay #marvel #overwatch #ow2,14,359,601,28,2,Jeffthekiller,45
49JFawAg5V4,Ep.2633550479 YT Videos || Overwatch 2 || Marvel Rivals. season 5,18421,2,2,0,0,Hazure,1260
aAORKXzv2l0,Scarlet Witch is a DPS Moira in Marvel Rivals #overwatch #marvelrivals #marvel #overwatch2 #ow2,60,569,9052,237,12,Recall,196000
3NHx18vFmaQ,6 or 7 kills #season5 #marvelrivals #necros #fyp #moonknight,16,5,195200,5751,132,Necros2,148000
S1SB7cV9pqc,Overwatch skin mod on Marvel Rivals.,88,335,528,9,0,Marvel Rivals CN,3
A5u2rsOg6mw,Overwatch Fan Reacts to Marvel Rivals Characters & MVP Animations,3277,345,333581,10596,474,ChocolateKieran,147000
CpWtI3xYqk0,Who to play in Marvel Rivals based on your Overwatch Main (Tank),329,383,99249,3434,203,MR Gilbee,13300
ZttQ6futvd8,DROPPING 45 KILLS WITH THE *NEW* IRON SPIDER SKIN,1105,5,64157,2129,108,Necros2,148000
Fngbb-iJzIw,INSANE Overwatch Clip! #ow2 #overwatchsupport #overwatch2,24,4,44619,2616,50,OVERCLIPS,65
EQ1sEp_PODM,SHOULD THEY HAVE KEPT THIS VERSION OF TEAM UPS? #marvel,15,1,11450,331,32,vpizz,8520
Nf8ZFOQ7dkg,Marvel Rivals: The Downfall of Overwatch,95,329,556,8,6,[RIDG]Gaming,2480
FaPVoetKI3E,Marvel Rivals + Overwatch 2 :: 12/3/25,12289,1,2,0,0,VixxterityVT,209
tXwpEaXIM8w,A Marvel Rivals Player Plays Overwatch Ranked For The First Time,2271,248,5656,122,82,Ice$,59
90SXl1EahFQ,Marvel Rivals лучше Overwatch?,609,144,512,26,8,Енот,76
RF7FdRmCYW0,OVERWATCH es MEJOR QUE MARVEL RIVALS - Maau habla desde su experiencia cual es superior,482,190,6328,374,,MAAU Live,10300
ft70TYVd7lo,RIP Overwatch (Marvel Rivals is OUT!),595,335,557,27,1,CrayClips ,2250
ToN0D5U-hyc,Marvel Rivals Just Beat Overwatch 2,394,270,1320,66,30,Woaley,13500
GnVLAsgHH5g,"Samira Close jogando Marvel Rivals, Overwatch e DBD",23089,18,3834,181,13,Samira Close - Lives,31300
bMtcjiQJX8Q,Marvel Rivals – Can It Beat Overwatch? 🎯,38,284,5065,136,0,vivoLIVE,422
f3tEVa5mMpQ,marvel rivals comms are so funny #marvelrivals #marvel #overwatch #overwatch2 #funny #shorts #twitch,38,308,3655,128,3,Apply,67900
N73ecH7LqXg,[💜Drops💜] MARVEL RIVALS ✨Quickplay and customs with viewers!! All are welcome!,15250,54,4,0,0,Yumi X,7
-TyJ3nZ1kfU,Top 500 Tracer Tracking! #overwatch2 #ow2,20,5,31457,392,10,OVERCLIPS,65
pQgfhGUuOE8,This Bronze Spider-Man says he's stuck in Elo Hell...,75,0,9884,595,15,Jay3,612000
K2-6uX6uUc0,5 REASONS why I enjoy OVERWATCH over MARVEL RIVALS,281,332,4923,96,273,Skorpio,763
0Hk2JOF6u0E,"Playing Marvel Rivals as Overwatch Characters! (It was ""Peak"")",774,2,503,25,20,Nirvado,1250
AlOMxRob4sQ,Dose playing competitive in Marvel Rivals make you good at Overwatch 2?,1646,1,11,4,0,Salty Jarvis,13900
HsR37doI1bo,MAGIA DESISTIU DE MARVEL RIVALS E VAI PRO OVERWATCH?! #marvelrivals #overwatch2 #overwatch,37,72,38681,2549,119,ReninX,96600
Cx0-Fn4rIPY,Who to play in Marvel Rivals based on your Overwatch Main,1683,365,154979,4867,261,mL7,393000
hsHkyplD9r8,The Overwatch 2 and Marvel Rivals RIVALRY is Heating Up! 🔥,58,287,566,20,0,Thunderpick,10900
jqM54P9pkOY,Marvel Rivals ¿Overwatch?,1541,0,0,0,0,MelbanZ,2
UOOKBGzMXwk,What If Marvel Rivals Had Overwatch Reaper as Winter Soldier Emotes #shorts,20,160,976,17,0,TylerBlackRunIt,150000
P6WC51TEBA4,"MARVEL SACA UN NUEVO ""OVERWATCH"" Y SE VE ASÍ DE BIEN!! (Marvel Rivals)",846,618,88478,5112,545,Toniki Overwatch,268000
Jd3qHgteI7g,Marvel Rivals está FALINDO??? (Clipes da semana Overwatch 2 Brasil #23),692,44,3764,351,95,Overwatch clipes Brasil,1600
M7fcYnuvRo4,OVERWATCH 2 CHAMPION DPS PUSH! MARVEL RIVALS DAREDEVIL SOON!!!,25283,59,8947,192,11,Samito,181000
zsE3-yByk3Y,Marvel Rivals⚡️The True Hero is Here😎🔥 #shorts #viralshorts #marvelrivals #marvel #hero,31,0,1503,25,5,DoctorLENC,14
68Lh09q-rEE,LEARNING WINTER SOLDIER in MARVEL RIVALS! | #shorts #marvel #rivals #overwatch #taekwonzy #twitch,31,364,512,5,2,TaeKwonzy,431
Z6Uiwhu7KcM,Marvel Rivals: Overwatch Killer or Just Hype?,404,352,1202,13,40,Mykho,692
E6EnnsNVRZ4,Overwatch 2 / Marvel Rivals (Stream VOD),6567,2,11,2,0,szn1K,44
bTU5Ai5hnEo,Why ex-Overwatch Tank Pros DOMINATE Marvel Rivals...,831,212,8606,219,11,Recall,196000
Dki498bqRUQ,Marvel Rivals vs Overwatch | #shorts #vsedit,62,283,1601,70,4,NickEdits,2660
iQ-xip61hfQ,Marvel Rivals is NOT The Overwatch Killer #overwatch #marvel #shorts,56,363,19989,1362,278,Bellaboo OW,94600
Nf8ZFOQ7dkg,Marvel Rivals: The Downfall of Overwatch,95,329,556,8,6,[RIDG]Gaming,2480
Z6Uiwhu7KcM,Marvel Rivals: Overwatch Killer or Just Hype?,404,352,1202,13,40,Mykho,692
N73ecH7LqXg,[💜Drops💜] MARVEL RIVALS ✨Quickplay and customs with viewers!! All are welcome!,15250,54,4,0,0,Yumi X,7
Cj2sLYoN6h8,GENJI BLACK PANTHER PSYLOCKE MONTAGE | Overwatch 2 x Marvel Rivals,260,153,436,38,6,wallll,28
pQgfhGUuOE8,This Bronze Spider-Man says he's stuck in Elo Hell...,75,0,9884,595,15,Jay3,612000
jqM54P9pkOY,Marvel Rivals ¿Overwatch?,1541,0,0,0,0,MelbanZ,2
BsLgnIqjdHo,Marvel Rivals is what Overwatch needs #gaming #overwatch #marvel #marvelrivals #autiscardist,54,499,421,4,1,Autiscardist_remixed,47
oaOPz3CGfCs,WHICH GAME IS SUPERIOR: MARVEL RIVALS OR OVERWATCH?? #marvelrivals #overwatch2 #marvelrivalsgameplay,60,77,694,8,0,Sleepyy,71
bjkDCvd7eXM,ttv - nautilifts 🌴#nauti #marvelrivals #marvel #rivals #overwatch #ow2 #streamer #clips #gaming,61,340,9836,1140,22,Nautilifts,41300
3b3GjOUjT2A,Marvel Rivals Looks BETTER Than Overwatch?!?,61,618,28340,2547,123,Honestly Brutal,172000
uG6RyDezAvo,"КАК ПОЯВИЛСЯ MARVEL RIVALS или СОЗДАНИЕ ИГРЫ, MARVEL RIVALS это КЛОН OVERWATCH ? - КОНФЛИКТ в ИГРЕ",997,2,2785,216,60,Vandal_WP,4980
hsHkyplD9r8,The Overwatch 2 and Marvel Rivals RIVALRY is Heating Up! 🔥,58,287,566,20,0,Thunderpick,10900
WaHyeGqd7GE,Marvel Rivals vs. Overwatch: Is It Game Over for Blizzard?,358,338,911,46,20,ZenMiso,1670
NugaADZSDGY,Marvel Rivals VS Overwatch 2 Comparison Part 3 #shorts,58,263,915,8,0,GhostSwift247,590
DZCCpi7WW7U,Marvel Rivals vs Overwatch 2 (Honest Comparison),393,273,1877,33,29,Loltroll,699
zsE3-yByk3Y,Marvel Rivals⚡️The True Hero is Here😎🔥 #shorts #viralshorts #marvelrivals #marvel #hero,31,0,1503,25,5,DoctorLENC,14
JWu3FRKv0OU,Is Marvel Rivals worse for your mental health than Overwatch? #marvelrivals #gaming #funny #fyp,49,132,1728,24,0,CoachCorp,13
Vb_A7Beqd70,Spidey Will Never Spawn Camp Me Again 🥱 #marvelrivals,24,0,1336,57,7,kayceeedilla games,11900
x4s0yfCtAIw,The Greatest Play of our Young Generation...,29,9,175520,8180,63,Bogur Two,120000
n0u4Mid0cIU,Marvel Rivals + Overwatch 2 :: 12/2/25,11031,2,0,0,0,VixxterityVT,209
qi2BeqhEdqw,MARVEL RIVALS CORE MOMENTS pt 7 (bandit edition) #shorts #marvelrivals,70,7,161967,11978,298,BeaminBandit,42400
agHJxH-FbZA,Overwatch Player Reacts to MARVEL RIVALS!!  #warstorm #marvel #marvelrivals,178,366,474,15,1,WarStorm,4830
oqCOPxPBXbA,MARVEL RIVALS X OVERWATCH 2 - As principais diferenças (Qual é o melhor?),534,230,1042,52,5,Narzen,962
iKPSAglEUjs,Marvel Rivals edit #marvelrivals #marvalgame  #edit #games #overwatch,14,334,590,14,1,HRITHIKESH RAHUL,155
FaPVoetKI3E,Marvel Rivals + Overwatch 2 :: 12/3/25,12289,1,2,0,0,VixxterityVT,209
SlzxX48xXiM,Do you think MARVEL RIVALS will kill Overwatch 2? #overwatch #overwatch2,33,364,26280,1094,135,ALLinDRAMA,243000
iosqD-TPT_Y,Marvel Rivals vs Overwatch vs Paladins - Hero Shooters Comparados Cara a Cara,341,111,774,40,24,CrespoSaurio ,7040
mUyFnrUBtzw,WHEN THE SMALLEST THING MAKES YOU CRASHOUT ON MARVEL RIVALS #shorts #marvelrivals,36,1,103607,6956,409,BeaminBandit,42400
hZ15pYUMShg,Overwatch but Better #shorts #marvel #rivals #gameplay #youtubeshorts #trending #marvelrivals,56,360,534,11,2,NotOriginalOrCreative,435
ju5fFeU-u0I,INSTANT COUNTER GAMBIT ULT WITH JEFF 🦈 #shorts #marvelrivals,14,3,17095,236,12,Shivay,744
0Hk2JOF6u0E,"Playing Marvel Rivals as Overwatch Characters! (It was ""Peak"")",774,2,502,25,20,Nirvado,1250
NZbhco9Yz6o,Is Marvel Rivals an Overwatch Clone?,524,572,38339,1462,158,MoreMuselk,934000
G9A6PRi0QfQ,NO SE LA CROMO A NINGUN JUEGO  #overwatch2 #marvelrivals,36,4,75380,4262,144,ACE670,55500
ZIzOMc7sUCE,Moon Knights abilities in Marvel Rivals are op #Marvel #Marvel Rivals #overwatch #overwatch2,59,366,577,21,2,NOX777,49
E6EnnsNVRZ4,Overwatch 2 / Marvel Rivals (Stream VOD),6567,2,11,2,0,szn1K,44
7yttK_ip1IE,Ironfist is still fun(i've been sleeping on him),40,4,36116,1399,23,RetroOnAir,416
oXkme9OvU_k,Marvel Rivals Alpha Test Free Codes Last chance #marvelrivals #marvel #overwatch2 #overwatch,29,574,2589,69,48,Rivals HQ,111
m5bNGp-DLJU,Your MARVEL RIVALS Main Based On Your OVERWATCH Main!,601,124,876,26,18,sensy,1280
Hj1BRmPaSSg,Improve Your Aim | How To Track Your Target Better | Marvel Rivals | Overwatch 2,438,506,1845,52,3,MR Coyote,26
7usIqSEN4vw,Marvel Rivals Looks Amazing! #marvel #marvelrivals #rivals #overwatch #marvelgames #reaction,57,618,589,23,0,Swytch Comics,1480
qBiHEDxVQek,SEASON 3 NEWS OF MARVEL RIVALS + OVERWATCH,12320,157,17016,259,7,Jay3,612000
0TeI6CORsoA,Marvel Rivals vs Overwatch 2 - Scarlet Witch vs Moira #shorts #overwatch2 #marvelrivals,31,301,1079,12,0,Sleepy Scrolls,4190
KGGdryYgQO8,Necros Just Made Overwatch Look EASY Again! 😯 #marvelrivals,23,3,5255,63,2,Click Rivals,17300
qOJiibuktUM,Playing Dr.Strange like it's Season 0 | Marvel Rivals,1305,0,255,13,16,Bogur Uncut,35300
